ID,Label,Workclass,Education,Marital-status,Occupation,Relationship,Race,Sex,Native-country
CLI0284,<=50K,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,United-States
CLI0285,<=50K,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States
CLI0286,<=50K,Private,HS-grad,Separated,Prof-specialty,Unmarried,Black,Female,United-States
CLI0287,>50K,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0288,<=50K,Private,Some-college,Married-spouse-absent,Sales,Own-child,Black,Female,United-States
CLI0289,<=50K,?,12th,Separated,?,Unmarried,Black,Female,United-States
CLI0290,<=50K,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States
CLI0291,<=50K,Private,11th,Never-married,Craft-repair,Own-child,White,Male,United-States
CLI0292,<=50K,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI0293,<=50K,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
CLI0294,<=50K,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI0295,>50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0296,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0297,<=50K,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,United-States
CLI0298,<=50K,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI0299,<=50K,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
CLI0300,<=50K,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0301,<=50K,Private,10th,Divorced,Transport-moving,Own-child,White,Male,United-States
CLI0302,<=50K,Private,Some-college,Never-married,Other-service,Unmarried,White,Male,Mexico
CLI0303,<=50K,Private,HS-grad,Divorced,Transport-moving,Not-in-family,Black,Male,United-States
CLI0304,>50K,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0305,>50K,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0306,<=50K,Private,5th-6th,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,Puerto-Rico
CLI0307,<=50K,?,5th-6th,Widowed,?,Unmarried,Black,Female,United-States
CLI0308,<=50K,Private,12th,Never-married,Other-service,Own-child,White,Female,United-States
CLI0309,<=50K,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States
CLI0310,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0311,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0312,<=50K,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0313,<=50K,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
CLI0314,<=50K,?,Some-college,Never-married,?,Other-relative,Asian-Pac-Islander,Male,Vietnam
CLI0315,<=50K,?,Some-college,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,United-States
CLI0316,<=50K,Local-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI0317,>50K,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI0318,>50K,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0319,<=50K,Self-emp-inc,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Female,United-States
CLI0320,<=50K,?,9th,Divorced,?,Unmarried,White,Female,United-States
CLI0321,<=50K,Federal-gov,Assoc-voc,Divorced,Farming-fishing,Not-in-family,White,Female,United-States
CLI0322,<=50K,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0323,<=50K,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0324,<=50K,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States
CLI0325,>50K,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0326,>50K,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,United-States
CLI0327,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0328,<=50K,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
CLI0329,>50K,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0330,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0331,<=50K,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States
CLI0332,<=50K,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
CLI0333,<=50K,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI0334,<=50K,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
CLI0335,<=50K,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0336,<=50K,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
CLI0337,<=50K,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0338,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0339,<=50K,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0340,<=50K,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,Mexico
CLI0341,>50K,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI0342,<=50K,?,HS-grad,Never-married,?,Own-child,White,Female,United-States
CLI0343,<=50K,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,South
CLI0344,<=50K,Private,11th,Divorced,Other-service,Not-in-family,White,Female,United-States
CLI0345,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0346,>50K,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0347,>50K,Private,Doctorate,Separated,Exec-managerial,Unmarried,White,Male,United-States
CLI0348,>50K,Private,Assoc-acdm,Never-married,Sales,Not-in-family,Black,Male,United-States
CLI0349,>50K,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
CLI0350,<=50K,Local-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
CLI0351,<=50K,Private,11th,Never-married,Other-service,Own-child,White,Male,United-States
CLI0352,>50K,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI0353,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0354,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0355,<=50K,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
CLI0356,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI0357,<=50K,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,United-States
CLI0358,<=50K,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States
CLI0359,>50K,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,United-States
CLI0360,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0361,<=50K,Private,7th-8th,Never-married,Other-service,Own-child,White,Male,United-States
CLI0362,<=50K,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
CLI0363,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0364,<=50K,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,Columbia
CLI0365,>50K,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI0366,<=50K,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI0367,<=50K,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,Male,United-States
CLI0368,<=50K,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States
CLI0369,>50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0370,<=50K,Self-emp-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0371,<=50K,?,HS-grad,Divorced,?,Unmarried,White,Female,United-States
CLI0372,<=50K,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,United-States
CLI0373,>50K,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0374,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0375,>50K,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0376,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0377,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI0378,<=50K,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0379,<=50K,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
CLI0380,<=50K,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
CLI0381,<=50K,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States
CLI0382,<=50K,Local-gov,HS-grad,Married-civ-spouse,Other-service,Other-relative,White,Male,United-States
CLI0383,<=50K,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI0384,<=50K,Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,United-States
CLI0385,<=50K,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
CLI0386,>50K,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0387,<=50K,?,11th,Married-civ-spouse,?,Husband,White,Male,United-States
CLI0388,>50K,Self-emp-not-inc,Doctorate,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,United-States
CLI0389,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI0390,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0391,<=50K,Private,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI0392,<=50K,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,United-States
CLI0393,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0394,<=50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0395,<=50K,Private,Assoc-acdm,Divorced,Machine-op-inspct,Own-child,White,Female,United-States
CLI0396,<=50K,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI0397,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0398,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0399,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0400,<=50K,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0401,>50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0402,<=50K,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States
CLI0403,<=50K,Private,HS-grad,Divorced,Other-service,Other-relative,Black,Female,United-States
CLI0404,<=50K,?,HS-grad,Divorced,?,Other-relative,White,Male,United-States
CLI0405,<=50K,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States
CLI0406,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0407,<=50K,Private,Some-college,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,United-States
CLI0408,>50K,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0409,<=50K,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
CLI0410,<=50K,?,11th,Never-married,?,Own-child,Black,Male,United-States
CLI0411,<=50K,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0412,<=50K,?,Some-college,Never-married,?,Own-child,White,Male,United-States
CLI0413,<=50K,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,United-States
CLI0414,<=50K,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Male,United-States
CLI0415,>50K,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,?
CLI0416,>50K,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,United-States
CLI0417,<=50K,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States
CLI0418,<=50K,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0419,<=50K,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
CLI0420,<=50K,?,Some-college,Never-married,?,Own-child,White,Female,United-States
CLI0421,<=50K,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,United-States
CLI0422,<=50K,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI0423,<=50K,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,Portugal
CLI0424,<=50K,State-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
CLI0425,>50K,Private,Some-college,Divorced,Sales,Other-relative,White,Female,United-States
CLI0426,<=50K,State-gov,Some-college,Never-married,Transport-moving,Not-in-family,Black,Male,United-States
CLI0427,<=50K,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,United-States
CLI0428,<=50K,?,7th-8th,Married-civ-spouse,?,Husband,White,Male,United-States
CLI0429,<=50K,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
CLI0430,<=50K,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0431,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0432,>50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0433,>50K,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
CLI0434,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0435,>50K,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0436,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0437,<=50K,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,United-States
CLI0438,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0439,<=50K,Private,Some-college,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,United-States
CLI0440,<=50K,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
CLI0441,>50K,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI0442,<=50K,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
CLI0443,>50K,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0444,<=50K,?,Some-college,Never-married,?,Own-child,White,Female,Japan
CLI0445,>50K,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI0446,>50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI0447,<=50K,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
CLI0448,<=50K,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
CLI0449,>50K,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
CLI0450,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI0451,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI0452,<=50K,State-gov,Assoc-voc,Married-civ-spouse,Other-service,Husband,Black,Male,United-States
CLI0453,<=50K,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
CLI0454,<=50K,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
CLI0455,<=50K,Self-emp-not-inc,Masters,Never-married,Sales,Not-in-family,White,Male,United-States
CLI0456,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI0457,<=50K,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,United-States
CLI0458,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,Male,United-States
CLI0459,<=50K,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Male,United-States
CLI0460,<=50K,Federal-gov,HS-grad,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female,United-States
CLI0461,<=50K,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
CLI0462,>50K,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI0463,<=50K,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Female,Germany
CLI0464,<=50K,Private,11th,Never-married,Sales,Unmarried,White,Male,United-States
CLI0465,<=50K,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,United-States
CLI0466,>50K,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI0467,<=50K,Private,11th,Never-married,Sales,Own-child,White,Female,United-States
CLI0468,>50K,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
